sql,estimate,actual,q-error
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1940 AND mk.keyword_id=36078;
",93,1143,12.29032258
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND mi.info_type_id<12;
",8839623,8770496,1.007881766
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<34121;
",3995697,3985017,1.002680039
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<171 AND mc.company_type_id=2;
",181783,77964,2.331627418
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>16691;
",1052298,1056939,1.004410348
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2012 AND ci.person_id<3297942;
",706341,740622,1.048533216
"SELECT * FROM movie_companies mc WHERE mc.company_id>207995;
",30352,29660,1.023331086
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=78435;
",249,1,249
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<2012 AND ci.person_id<1359374;
",11854153,12500073,1.05448892
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND mc.company_id>506;
",1260693,413446,3.049232548
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<1878585 AND ci.role_id=8;
",1609199,3041298,1.889945246
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year<2011 AND mi.info_type_id=16;
",2467835,2599585,1.053386876
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mi.info_type_id=110 AND mk.keyword_id<8820;
",9321,1520208,163.0949469
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id<7477;
",15798362,133915414,8.476537884
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id<4519;
",2243898,2218831,1.01129739
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>1955 AND mc.company_id>4730;
",1434837,1267919,1.131647211
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>1043;
",3474760,3476378,1.000465644
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=3 AND mc.company_id=67;
",163,429,2.63190184
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<4 AND t.production_year<1910 AND mi.info_type_id>73;
",3565,13130,3.683029453
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2011 AND mc.company_id>111186 AND mc.company_type_id=2;
",6980,69236,9.919197708
"SELECT * FROM cast_info ci WHERE ci.person_id<3431631 AND ci.role_id>8;
",5311004,2575581,2.06206056
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id=6087;
",1407,4694,3.336176262
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=99 AND mk.keyword_id<108021;
",809821,3433275,4.239547999
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mi.info_type_id>1 AND mk.keyword_id>2632;
",6215467,146979016,23.64730052
"SELECT * FROM cast_info ci WHERE ci.person_id<3287059 AND ci.role_id>10;
",238237,116706,2.041343204
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year>2000 AND mi.info_type_id=2;
",108439,269383,2.484189268
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year<2010 AND mi.info_type_id<6;
",4204595,4361932,1.037420251
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>1312;
",3370517,3376865,1.001883391
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>23394;
",791292,795055,1.004755514
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=2008 AND ci.person_id>2318904 AND ci.role_id=5;
",3532,22432,6.351075878
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND ci.person_id<2970008;
",11492267,11957367,1.040470692
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=2 AND t.production_year<1981;
",267918,129336,2.071488217
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2006 AND mc.company_id>1117 AND mc.company_type_id<2 AND ci.person_id<2835100;
",3570323,479803,7.44122692
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year<1999;
",370772,258870,1.432271024
"SELECT * FROM movie_companies mc WHERE mc.company_id>74824;
",477930,488154,1.021392254
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1991 AND mi_idx.info_type_id>100;
",189843,101317,1.873752677
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2012 AND mk.keyword_id=2488;
",31895,33759,1.058441762
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2010 AND mi.info_type_id<3;
",161129,313480,1.945521911
"SELECT * FROM cast_info ci WHERE ci.person_id>838300;
",27882363,27712580,1.006126568
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<1973 AND mi.info_type_id>6;
",378818,1674159,4.419428327
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2009 AND mc.company_id>12065;
",474262,1420415,2.995000654
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<4006715 AND ci.role_id<2 AND mk.keyword_id<1574;
",6100436,19778058,3.242072862
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>164180 AND mk.keyword_id>90308;
",2475,21316,8.612525253
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year<1966;
",718790,3674270,5.111743346
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>14227 AND mc.company_type_id=1;
",289778,409629,1.413595925
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year=2006 AND mi.info_type_id<3;
",99101,32576,3.042147593
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>3 AND t.production_year>2012;
",263539,69434,3.795532448
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<2010 AND mc.company_id>10673 AND mc.company_type_id<2;
",205995,420042,2.039088327
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2013 AND ci.person_id>1093504 AND ci.role_id>1;
",7919,773,10.24450194
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=3508682;
",489,778,1.591002045
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=2 AND t.production_year<1951;
",3287,429,7.662004662
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=2921;
",249,314,1.261044177
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id>16398;
",6328351,58986126,9.320931472
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2334390 AND ci.role_id=1;
",7791639,12670688,1.62619033
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<503262 AND ci.role_id>3;
",956064,1303666,1.363576079
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year<1932 AND mi_idx.info_type_id=99;
",21840,10318,2.116689281
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=2 AND t.production_year>2004 AND mc.company_type_id=1 AND mi_idx.info_type_id>99;
",7280,49936,6.859340659
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND t.production_year>0 AND mi.info_type_id>8;
",131981,450441,3.412923072
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=4 AND t.production_year>2011 AND ci.person_id<2814404 AND ci.role_id>10 AND mi.info_type_id=8;
",494,155,3.187096774
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>1143;
",3412194,3411365,1.000243011
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year>1926;
",1282034,1357579,1.058925894
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<1964;
",357527,2771514,7.751901255
"SELECT * FROM cast_info ci WHERE ci.person_id<712149 AND ci.role_id=8;
",351234,336309,1.04437883
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>914574 AND mi_idx.info_type_id=100;
",4989956,9949305,1.993866279
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>2008 AND ci.person_id<1232956 AND ci.role_id>1;
",827725,610917,1.354889453
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>3 AND mi_idx.info_type_id=99;
",309993,369694,1.19258822
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2003 AND ci.person_id>2617999 AND ci.role_id<11;
",163834,442387,2.700214852
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1984;
",34057,32529,1.04697347
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2012 AND mi.info_type_id>16;
",42369,288926,6.819278246
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<2012 AND mi.info_type_id=3 AND mk.keyword_id>4333;
",1234760,4494302,3.639818264
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>39961;
",434147,442278,1.018728679
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>520;
",2103716,9057189,4.305328761
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year=1968;
",76683,87344,1.139026903
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<2012 AND ci.person_id>2774432 AND ci.role_id=8;
",398973,659386,1.652708329
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>215047 AND mc.company_type_id=2;
",11419,21499,1.882739294
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id<382;
",3114544,19953519,6.406561924
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND t.production_year>1967 AND mc.company_id=27;
",1759,16640,9.459920409
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<2 AND t.production_year=2010;
",219137,378799,1.728594441
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2009 AND mk.keyword_id<844;
",188563,81160,2.32334894
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<3918294;
",35483370,35495160,1.000332268
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=784;
",55172,458296,8.3066773
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>179807 AND ci.person_id<1590332 AND ci.role_id<8;
",322947,680091,2.10589044
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1996 AND mc.company_id<12594 AND mi_idx.info_type_id>100;
",161527,433169,2.681712655
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=1966 AND mc.company_id=475 AND mc.company_type_id=2;
",106,982,9.264150943
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND mc.company_id>163179 AND mc.company_type_id>1;
",9883,131640,13.31984215
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<2004 AND mi.info_type_id>16;
",370900,378876,1.021504449
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>3451 AND mk.keyword_id=463;
",165,1602,9.709090909
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=15551;
",3568,8594,2.408632287
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=3 AND t.production_year<2006 AND mk.keyword_id>57;
",101990,194499,1.907039906
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>1960 AND mi.info_type_id<18;
",6894519,3347285,2.05973468
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<2010 AND mi_idx.info_type_id<101 AND mk.keyword_id=613;
",1296,6128,4.728395062
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND ci.person_id>2382635 AND ci.role_id>1;
",11336836,17454365,1.539615198
"SELECT * FROM cast_info ci WHERE ci.person_id<2748717;
",26478593,26663241,1.006973482
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=2 AND t.production_year>1972 AND ci.person_id<2157530 AND mk.keyword_id<5622;
",589099,917195,1.556945437
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>798907 AND ci.role_id=1;
",9724544,6771894,1.436015389
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<2004 AND mi_idx.info_type_id=99 AND mk.keyword_id>29318;
",55789,322839,5.786785926
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2010 AND mk.keyword_id<84;
",1991,1930,1.031606218
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<2924 AND mc.company_type_id<2;
",6285941,23998365,3.817784004
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=1948 AND mk.keyword_id<82180;
",6488,20356,3.137484587
"SELECT * FROM movie_companies mc WHERE mc.company_id=1684 AND mc.company_type_id=1;
",1779,3928,2.207982012
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>11781 AND mc.company_type_id=1;
",1080735,8155239,7.546011742
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=1 AND ci.role_id=4;
",731745,757992,1.035869053
"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1971 AND mi_idx.info_type_id>100;
",148337,255300,1.721081052
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id=25653 AND mi_idx.info_type_id=100;
",19,35,1.842105263
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<1999 AND mc.company_id>14695 AND mc.company_type_id<2;
",462145,3402734,7.362914237
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2012 AND mi.info_type_id>2;
",6767533,3199424,2.115234805
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1971;
",49172,148117,3.012222403
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1921 AND mk.keyword_id=5537;
",233,1650,7.081545064
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<1996 AND ci.role_id<4;
",5892524,4568446,1.289831159
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=21722;
",249,93,2.677419355
"SELECT * FROM movie_companies mc WHERE mc.company_id>74220;
",489495,499840,1.021134026
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=2 AND t.production_year>1989;
",387132,2388210,6.168981123
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id<12346;
",18684357,163571133,8.754442714
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2005 AND ci.person_id<2051263 AND ci.role_id>1;
",280095,390941,1.395744301
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<100 AND mk.keyword_id=21400;
",45,132,2.933333333
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>16359;
",1075036,1082138,1.00660629
"SELECT * FROM movie_companies mc WHERE mc.company_id>7772 AND mc.company_type_id=1;
",731153,517333,1.413312122
"SELECT * FROM cast_info ci WHERE ci.person_id=2727553 AND ci.role_id>2;
",220,397,1.804545455
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<1970 AND ci.person_id=1690420;
",27,5,5.4
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id<2849;
",10325763,83791280,8.11477854
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mi_idx.info_type_id>100 AND mk.keyword_id<5537;
",172724,1660869,9.615739561
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_id>140038 AND mc.company_type_id=2;
",47677,1076953,22.58852277
